,filename,is_santa
457,archive/is that santa/train/not-a-santa/9.not-a-santa.jpg,1
458,archive/is that santa/train/santa/146.Santa.jpg,0
459,archive/is that santa/train/not-a-santa/89.not-a-santa.jpg,1
460,archive/is that santa/train/not-a-santa/577.not-a-santa.jpg,1
461,archive/is that santa/train/not-a-santa/533.not-a-santa.jpg,1
462,archive/is that santa/train/santa/304.Santa.jpg,0
463,archive/is that santa/train/santa/274.Santa.jpg,0
464,archive/is that santa/train/not-a-santa/311.not-a-santa.jpg,1
465,archive/is that santa/train/not-a-santa/560.not-a-santa.jpg,1
466,archive/is that santa/train/santa/83.Santa.jpg,0
467,archive/is that santa/train/not-a-santa/535.not-a-santa.jpg,1
468,archive/is that santa/train/santa/540.Santa.jpg,0
469,archive/is that santa/train/santa/70.Santa.jpg,0
470,archive/is that santa/train/santa/488.Santa.jpg,0
471,archive/is that santa/train/not-a-santa/96.not-a-santa.jpg,1
472,archive/is that santa/train/not-a-santa/465.not-a-santa.jpg,1
473,archive/is that santa/train/santa/89.Santa.jpg,0
474,archive/is that santa/train/santa/343.Santa.jpg,0
475,archive/is that santa/train/santa/383.Santa.jpg,0
476,archive/is that santa/train/not-a-santa/362.not-a-santa.jpg,1
477,archive/is that santa/train/santa/546.Santa.jpg,0
478,archive/is that santa/train/not-a-santa/377.not-a-santa.jpg,1
479,archive/is that santa/train/not-a-santa/313.not-a-santa.jpg,1
480,archive/is that santa/train/not-a-santa/222.not-a-santa.jpg,1
481,archive/is that santa/train/not-a-santa/146.not-a-santa.jpg,1
482,archive/is that santa/train/not-a-santa/252.not-a-santa.jpg,1
483,archive/is that santa/train/not-a-santa/140.not-a-santa.jpg,1
484,archive/is that santa/train/not-a-santa/488.not-a-santa.jpg,1
485,archive/is that santa/train/santa/215.Santa.jpg,0
486,archive/is that santa/train/santa/183.Santa.jpg,0
487,archive/is that santa/train/not-a-santa/550.not-a-santa.jpg,1
488,archive/is that santa/train/santa/136.Santa.jpg,0
489,archive/is that santa/train/santa/198.Santa.jpg,0
490,archive/is that santa/train/not-a-santa/235.not-a-santa.jpg,1
491,archive/is that santa/train/not-a-santa/72.not-a-santa.jpg,1
492,archive/is that santa/train/not-a-santa/482.not-a-santa.jpg,1
493,archive/is that santa/train/santa/217.Santa.jpg,0
494,archive/is that santa/train/not-a-santa/367.not-a-santa.jpg,1
495,archive/is that santa/train/not-a-santa/438.not-a-santa.jpg,1
496,archive/is that santa/train/santa/499.Santa.jpg,0
497,archive/is that santa/train/santa/512.Santa.jpg,0
498,archive/is that santa/train/santa/277.Santa.jpg,0
499,archive/is that santa/train/santa/268.Santa.jpg,0
500,archive/is that santa/train/santa/534.Santa.jpg,0
501,archive/is that santa/train/santa/403.Santa.jpg,0
502,archive/is that santa/train/not-a-santa/559.not-a-santa.jpg,1
503,archive/is that santa/train/santa/431.Santa.jpg,0
504,archive/is that santa/train/not-a-santa/249.not-a-santa.jpg,1
505,archive/is that santa/train/not-a-santa/541.not-a-santa.jpg,1
506,archive/is that santa/train/not-a-santa/155.not-a-santa.jpg,1
507,archive/is that santa/train/not-a-santa/98.not-a-santa.jpg,1
508,archive/is that santa/train/santa/184.Santa.jpg,0
509,archive/is that santa/train/santa/219.Santa.jpg,0
510,archive/is that santa/train/santa/571.Santa.jpg,0
511,archive/is that santa/train/not-a-santa/87.not-a-santa.jpg,1
512,archive/is that santa/train/santa/438.Santa.jpg,0
513,archive/is that santa/train/santa/204.Santa.jpg,0
514,archive/is that santa/train/santa/87.Santa.jpg,0
515,archive/is that santa/train/santa/441.Santa.jpg,0
516,archive/is that santa/train/not-a-santa/128.not-a-santa.jpg,1
517,archive/is that santa/train/not-a-santa/76.not-a-santa.jpg,1
518,archive/is that santa/train/santa/288.Santa.jpg,0
519,archive/is that santa/train/santa/10.Santa.jpg,0
520,archive/is that santa/train/santa/348.Santa.jpg,0
521,archive/is that santa/train/not-a-santa/33.not-a-santa.jpg,1
522,archive/is that santa/train/santa/190.Santa.jpg,0
523,archive/is that santa/train/not-a-santa/95.not-a-santa.jpg,1
524,archive/is that santa/train/santa/455.Santa.jpg,0
525,archive/is that santa/train/santa/472.Santa.jpg,0
526,archive/is that santa/train/santa/298.Santa.jpg,0
527,archive/is that santa/train/santa/194.Santa.jpg,0
528,archive/is that santa/train/not-a-santa/326.not-a-santa.jpg,1
529,archive/is that santa/train/santa/289.Santa.jpg,0
530,archive/is that santa/train/not-a-santa/350.not-a-santa.jpg,1
531,archive/is that santa/train/not-a-santa/64.not-a-santa.jpg,1
532,archive/is that santa/train/santa/72.Santa.jpg,0
533,archive/is that santa/train/santa/98.Santa.jpg,0
534,archive/is that santa/train/not-a-santa/472.not-a-santa.jpg,1
535,archive/is that santa/train/not-a-santa/369.not-a-santa.jpg,1
536,archive/is that santa/train/santa/313.Santa.jpg,0
537,archive/is that santa/train/santa/326.Santa.jpg,0
538,archive/is that santa/train/not-a-santa/558.not-a-santa.jpg,1
539,archive/is that santa/train/not-a-santa/209.not-a-santa.jpg,1
540,archive/is that santa/train/not-a-santa/328.not-a-santa.jpg,1
541,archive/is that santa/train/not-a-santa/19.not-a-santa.jpg,1
542,archive/is that santa/train/santa/205.Santa.jpg,0
543,archive/is that santa/train/not-a-santa/596.not-a-santa.jpg,1
544,archive/is that santa/train/santa/6.Santa.jpg,0
545,archive/is that santa/train/santa/505.Santa.jpg,0
546,archive/is that santa/train/not-a-santa/214.not-a-santa.jpg,1
547,archive/is that santa/train/santa/209.Santa.jpg,0
548,archive/is that santa/train/santa/258.Santa.jpg,0
549,archive/is that santa/train/not-a-santa/253.not-a-santa.jpg,1
550,archive/is that santa/train/santa/530.Santa.jpg,0
551,archive/is that santa/train/santa/248.Santa.jpg,0
552,archive/is that santa/train/not-a-santa/379.not-a-santa.jpg,1
553,archive/is that santa/train/not-a-santa/2.not-a-santa.jpg,1
554,archive/is that santa/train/not-a-santa/227.not-a-santa.jpg,1
555,archive/is that santa/train/not-a-santa/13.not-a-santa.jpg,1
556,archive/is that santa/train/santa/588.Santa.jpg,0
557,archive/is that santa/train/santa/119.Santa.jpg,0
558,archive/is that santa/train/not-a-santa/345.not-a-santa.jpg,1
559,archive/is that santa/train/santa/561.Santa.jpg,0
560,archive/is that santa/train/not-a-santa/410.not-a-santa.jpg,1
561,archive/is that santa/train/santa/99.Santa.jpg,0
562,archive/is that santa/train/not-a-santa/259.not-a-santa.jpg,1
563,archive/is that santa/train/santa/565.Santa.jpg,0
564,archive/is that santa/train/santa/341.Santa.jpg,0
565,archive/is that santa/train/not-a-santa/538.not-a-santa.jpg,1
566,archive/is that santa/train/not-a-santa/597.not-a-santa.jpg,1
567,archive/is that santa/train/not-a-santa/165.not-a-santa.jpg,1
568,archive/is that santa/train/not-a-santa/90.not-a-santa.jpg,1
569,archive/is that santa/train/not-a-santa/519.not-a-santa.jpg,1
570,archive/is that santa/train/not-a-santa/572.not-a-santa.jpg,1
571,archive/is that santa/train/santa/572.Santa.jpg,0
572,archive/is that santa/train/not-a-santa/172.not-a-santa.jpg,1
573,archive/is that santa/train/santa/214.Santa.jpg,0
574,archive/is that santa/train/santa/18.Santa.jpg,0
575,archive/is that santa/train/santa/251.Santa.jpg,0
576,archive/is that santa/train/not-a-santa/142.not-a-santa.jpg,1
577,archive/is that santa/train/santa/126.Santa.jpg,0
578,archive/is that santa/train/santa/299.Santa.jpg,0
579,archive/is that santa/train/not-a-santa/400.not-a-santa.jpg,1
580,archive/is that santa/train/santa/180.Santa.jpg,0
581,archive/is that santa/train/santa/517.Santa.jpg,0
582,archive/is that santa/train/santa/156.Santa.jpg,0
583,archive/is that santa/train/santa/471.Santa.jpg,0
584,archive/is that santa/train/not-a-santa/266.not-a-santa.jpg,1
585,archive/is that santa/train/santa/322.Santa.jpg,0
586,archive/is that santa/train/not-a-santa/50.not-a-santa.jpg,1
587,archive/is that santa/train/not-a-santa/230.not-a-santa.jpg,1
588,archive/is that santa/train/santa/502.Santa.jpg,0
589,archive/is that santa/train/not-a-santa/141.not-a-santa.jpg,1
590,archive/is that santa/train/santa/185.Santa.jpg,0
591,archive/is that santa/train/santa/510.Santa.jpg,0
592,archive/is that santa/train/santa/12.Santa.jpg,0
593,archive/is that santa/train/not-a-santa/456.not-a-santa.jpg,1
594,archive/is that santa/train/santa/149.Santa.jpg,0
595,archive/is that santa/train/not-a-santa/595.not-a-santa.jpg,1
596,archive/is that santa/train/santa/168.Santa.jpg,0
597,archive/is that santa/train/not-a-santa/322.not-a-santa.jpg,1
598,archive/is that santa/train/santa/193.Santa.jpg,0
599,archive/is that santa/train/not-a-santa/136.not-a-santa.jpg,1
600,archive/is that santa/train/not-a-santa/319.not-a-santa.jpg,1
601,archive/is that santa/train/not-a-santa/130.not-a-santa.jpg,1
602,archive/is that santa/train/not-a-santa/380.not-a-santa.jpg,1
603,archive/is that santa/train/santa/432.Santa.jpg,0
604,archive/is that santa/train/santa/50.Santa.jpg,0
605,archive/is that santa/train/not-a-santa/81.not-a-santa.jpg,1
606,archive/is that santa/train/santa/338.Santa.jpg,0
607,archive/is that santa/train/santa/282.Santa.jpg,0
608,archive/is that santa/train/not-a-santa/208.not-a-santa.jpg,1
609,archive/is that santa/train/not-a-santa/420.not-a-santa.jpg,1
610,archive/is that santa/train/santa/279.Santa.jpg,0
611,archive/is that santa/train/not-a-santa/102.not-a-santa.jpg,1
612,archive/is that santa/train/not-a-santa/338.not-a-santa.jpg,1
613,archive/is that santa/train/santa/90.Santa.jpg,0
